Time;Input Voltage;Output Voltage;Input Frequency;Load;Battery Level;Temperature
00:50:00;238;212;50;0;100;30
00:50:30;238;212;50;0;100;30
00:51:00;236;208;50;0;100;30
00:51:30;240;212;50;0;100;30
00:52:00;234;206;50;0;100;30
00:52:30;234;206;50;0;100;30
00:53:00;238;210;50;0;100;30
00:53:30;240;212;50;0;100;30
00:54:00;236;208;50;0;100;30
00:54:30;236;206;50;0;100;30
00:55:00;236;206;50;0;100;30
00:55:30;234;206;50;0;100;30
00:56:00;240;212;50;0;100;30
00:56:30;240;212;50;0;100;30
00:57:00;238;212;50;0;100;30
00:57:30;234;206;50;0;100;30
00:58:00;234;206;50;0;100;30
00:58:30;236;208;50;0;100;30
00:59:00;238;208;50;0;100;30
00:59:30;246;214;50;0;100;30
01:00:00;246;216;50;0;100;30
01:00:30;246;216;50;0;100;30
01:01:00;242;214;50;0;100;30
01:01:30;240;212;50;0;100;30
01:02:00;238;212;50;0;100;30
01:02:30;238;212;50;0;100;30
01:03:00;240;212;50;0;100;30
01:03:30;242;214;50;0;100;29
01:04:00;242;214;50;0;100;30
01:04:30;238;210;50;0;100;30
01:05:00;238;212;50;0;100;30
01:05:30;238;210;50;0;100;30
01:06:00;240;212;50;0;100;30
01:06:30;242;212;50;0;100;30
01:07:00;242;214;50;0;100;30
01:07:30;238;210;50;0;100;30
01:08:00;238;210;50;0;100;30
01:08:30;240;212;50;0;100;30
01:09:00;240;212;50;0;100;30
01:09:30;240;212;50;0;100;30
01:10:00;240;212;50;0;100;30
01:10:30;238;212;50;0;100;30
01:11:00;242;212;50;0;100;30
01:11:30;242;214;50;0;100;30
01:12:00;242;214;50;0;100;30
01:12:30;244;214;50;0;100;30
01:13:00;244;214;50;0;100;30
01:13:30;244;214;50;0;100;30
01:14:00;242;214;50;0;100;30
01:14:30;240;212;50;0;100;30
01:15:00;238;212;50;0;100;30
01:15:30;240;212;50;0;100;30
01:16:00;240;212;50;0;100;30
01:16:30;240;212;50;0;100;30
01:17:00;238;210;50;0;100;30
01:17:30;234;206;50;0;100;30
01:18:00;234;206;50;0;100;30
01:18:30;232;232;50;0;100;30
01:19:00;236;236;50;0;100;30
01:19:30;238;238;50;0;100;30
01:20:00;238;212;50;0;100;30
01:20:30;240;212;50;0;100;30
01:21:00;238;210;50;0;100;30
01:21:30;238;210;50;0;100;30
01:22:00;238;210;50;0;100;30
01:22:30;238;212;50;0;100;30
01:23:00;240;212;50;0;100;30
01:23:30;246;216;50;0;100;30
01:24:00;244;214;50;0;100;30
01:24:30;242;214;50;0;100;30
01:25:00;244;214;50;0;100;30
01:25:30;242;214;50;0;100;30
01:26:00;242;214;50;0;100;30
01:26:30;242;214;50;0;100;30
01:27:00;242;214;50;0;100;30
01:27:30;238;212;50;0;100;30
01:28:00;238;212;50;0;100;30
01:28:30;242;212;50;0;100;30
01:29:00;236;208;50;0;100;30
01:29:30;238;210;50;0;100;30
01:30:00;238;212;50;0;100;30
01:30:30;240;212;50;0;100;30
01:31:00;238;208;50;0;100;30
01:31:30;234;206;50;0;100;30
01:32:00;234;234;50;0;100;30
01:32:30;238;238;50;0;100;30
01:33:00;240;212;50;0;100;30
01:33:30;240;212;50;0;100;30
01:34:00;236;208;50;0;100;30
01:34:30;234;208;50;0;100;30
01:35:00;232;232;50;0;100;30
01:35:30;236;236;50;0;100;30
01:36:00;240;212;50;0;100;30
01:36:30;242;212;50;0;100;30
01:37:00;240;212;50;0;100;30
01:37:30;240;212;50;0;100;30
01:38:00;242;214;50;0;100;30
01:38:30;244;214;50;0;100;30
01:39:00;244;214;50;0;100;30
01:39:30;242;214;50;0;100;30
01:40:00;248;218;50;0;100;30
01:40:30;244;214;50;0;100;30
01:41:00;242;214;50;0;100;30
01:41:30;242;212;50;0;100;30
01:42:00;240;212;50;0;100;30
01:42:30;238;212;50;0;100;30
01:43:00;246;216;50;0;100;30
01:43:30;244;214;50;0;100;30
01:44:00;240;212;50;0;100;30
01:44:30;238;210;50;0;100;30
01:45:00;238;212;50;0;100;30
01:45:30;238;212;50;0;100;30
01:46:00;240;212;50;0;100;30
01:46:30;240;212;50;0;100;30
01:47:00;242;212;50;0;100;30
01:47:30;238;210;50;0;100;30
01:48:00;238;212;50;0;100;30
01:48:30;240;212;50;0;100;30
01:49:00;238;212;50;0;100;30
01:49:30;242;214;50;0;100;30
01:50:00;240;212;50;0;100;30
01:50:30;240;212;50;0;100;30
01:51:00;242;214;50;0;100;30
01:51:30;242;214;50;0;100;30
01:52:00;236;208;50;0;100;30
01:52:30;238;212;50;0;100;30
01:53:00;240;212;50;0;100;30
01:53:30;246;216;50;0;100;30
01:54:00;242;214;50;0;100;30
01:54:30;238;210;50;0;100;30
01:55:00;236;208;50;0;100;30
01:55:30;236;208;50;0;100;30
01:56:00;238;212;50;0;100;30
01:56:30;238;210;50;0;100;30
01:57:00;238;212;50;0;100;30
01:57:30;236;208;50;0;100;30
01:58:00;236;208;50;0;100;30
01:58:30;236;208;50;0;100;30
01:59:00;240;212;50;0;100;30
01:59:30;240;212;50;0;100;30
02:00:00;238;210;50;0;100;30
02:00:30;238;208;50;0;100;30
02:01:00;236;208;50;0;100;30
02:01:30;238;210;50;0;100;30
02:02:00;236;208;50;0;100;30
02:02:30;238;212;50;0;100;30
02:03:00;240;214;50;0;100;30
02:03:30;242;214;50;0;100;30
02:04:00;242;214;50;0;100;30
02:04:30;236;208;50;0;100;30
02:05:00;234;206;50;0;100;30
02:05:30;234;206;50;0;100;30
02:06:00;234;208;50;0;100;30
02:06:30;238;212;50;0;100;30
02:07:00;240;212;50;0;100;30
02:07:30;238;212;50;0;100;30
02:08:00;240;212;50;0;100;30
02:08:30;238;210;50;0;100;30
02:09:00;238;210;50;0;100;30
02:09:30;236;208;50;0;100;30
02:10:00;238;208;50;0;100;30
02:10:30;242;214;50;0;100;30
02:11:00;242;214;50;0;100;30
02:11:30;242;214;50;0;100;30
02:12:00;244;214;50;0;100;30
02:12:30;246;216;50;0;100;30
02:13:00;246;216;50;0;100;30
02:13:30;246;216;50;0;100;30
02:14:00;244;214;50;0;100;30
02:14:30;244;214;50;0;100;30
02:15:00;242;214;50;0;100;30
02:15:30;246;214;50;0;100;30
02:16:00;244;214;50;0;100;30
02:16:30;238;212;50;0;100;30
02:17:00;240;212;50;0;100;30
02:17:30;240;212;50;0;100;30
02:18:00;240;212;50;0;100;30
02:18:30;236;208;50;0;100;30
02:19:00;236;208;50;0;100;30
02:19:30;236;208;50;0;100;30
02:20:00;238;212;50;0;100;30
02:20:30;238;212;50;0;100;30
02:21:00;236;208;50;0;100;30
02:21:30;236;208;50;0;100;29
02:22:00;236;208;50;0;100;30
02:22:30;236;208;50;0;100;30
02:23:00;234;234;50;0;100;30
02:23:30;236;236;50;0;100;30
02:24:00;240;212;50;0;100;30
02:24:30;244;216;50;0;100;30
02:25:00;238;210;50;0;100;30
02:25:30;236;208;50;0;100;30
02:26:00;238;210;50;0;100;30
02:26:30;240;212;50;0;100;30
02:27:00;240;212;50;0;100;30
02:27:30;240;212;50;0;100;29
02:28:00;242;214;50;0;100;30
02:28:30;236;208;50;0;100;30
02:29:00;236;208;50;0;100;30
02:29:30;236;206;50;0;100;30
02:30:00;236;208;50;0;100;30
02:30:30;240;212;50;0;100;30
02:31:00;238;212;50;0;100;30
02:31:30;240;212;50;0;100;30
02:32:00;236;208;50;0;100;30
02:32:30;238;212;50;0;100;30
02:33:00;238;212;50;0;100;30
02:33:30;240;212;50;0;100;30
02:34:00;238;210;50;0;100;30
02:34:30;242;214;50;0;100;30
02:35:00;242;214;50;0;100;30
02:35:30;236;208;50;0;100;30
02:36:00;236;208;50;0;100;30
02:36:30;238;210;50;0;100;30
02:37:00;246;214;50;0;100;30
02:37:30;246;216;50;0;100;30
02:38:00;246;216;50;0;100;30
02:38:30;244;214;50;0;100;30
02:39:00;246;216;50;0;100;30
02:39:30;244;214;50;0;100;30
02:40:00;242;212;50;0;100;30
02:40:30;242;214;50;0;100;30
02:41:00;246;214;50;0;100;30
02:41:30;246;216;50;0;100;30
02:42:00;234;206;50;0;100;30
02:42:30;234;208;50;0;100;30
02:43:00;236;236;50;0;100;30
02:43:30;236;236;50;0;100;30
02:44:00;238;238;50;0;100;30
02:44:30;234;234;50;0;100;30
02:45:00;236;236;50;0;100;30
02:45:30;236;236;50;0;100;30
02:46:00;238;212;50;0;100;30
02:46:30;240;212;50;0;100;30
02:47:00;238;212;50;0;100;30
02:47:30;242;214;50;0;100;30
02:48:00;242;214;50;0;100;30
02:48:30;242;214;50;0;100;30
02:49:00;238;210;50;0;100;30
02:49:30;242;214;50;0;100;30
02:50:00;244;214;50;0;100;30
02:50:30;246;214;50;0;100;30
02:51:00;246;216;50;0;100;30
02:51:30;244;214;50;0;100;30
02:52:00;240;212;50;0;100;30
02:52:30;240;212;50;0;100;30
02:53:00;234;208;50;0;100;30
02:53:30;234;234;50;0;100;30
02:54:00;234;234;50;0;100;30
02:54:30;232;232;50;0;100;30
02:55:00;236;236;50;0;100;30
02:55:30;234;234;50;0;100;30
02:56:00;232;232;50;0;100;30
02:56:30;234;234;50;0;100;30
02:57:00;234;234;50;0;100;30
02:57:30;234;234;50;0;100;30
02:58:00;236;236;50;0;100;30
02:58:30;236;236;50;0;100;30
02:59:00;238;238;50;0;100;30
02:59:30;236;236;50;0;100;30
03:00:00;236;236;50;0;100;30
03:00:30;234;234;50;0;100;30
03:01:00;238;212;50;0;100;30
03:01:30;240;214;50;0;100;30
03:02:00;246;216;50;0;100;30
03:02:30;240;212;50;0;100;30
03:03:00;238;210;50;0;100;30
03:03:30;238;210;50;0;100;30
03:04:00;238;212;50;0;100;30
03:04:30;238;212;50;0;100;30
03:05:00;242;212;50;0;100;30
03:05:30;242;214;50;0;100;30
03:06:00;244;214;50;0;100;30
03:06:30;244;214;50;0;100;30
03:07:00;238;208;50;0;100;30
03:07:30;236;208;50;0;100;30
03:08:00;238;212;50;0;100;30
03:08:30;246;214;50;0;100;30
03:09:00;244;214;50;0;100;30
03:09:30;242;214;50;0;100;30
03:10:00;236;208;50;0;100;30
03:10:30;236;208;50;0;100;30
03:11:00;236;208;50;0;100;30
03:11:30;236;208;50;0;100;30
03:12:00;240;212;50;0;100;30
03:12:30;244;214;50;0;100;30
03:13:00;242;214;50;0;100;29
03:13:30;238;210;50;0;100;30
03:14:00;240;212;50;0;100;30
03:14:30;240;212;50;0;100;30
03:15:00;242;212;50;0;100;30
03:15:30;242;214;50;0;100;30
03:16:00;244;214;50;0;100;30
03:16:30;242;214;50;0;100;30
03:17:00;242;212;50;0;100;30
03:17:30;240;212;50;0;100;30
03:18:00;236;208;50;0;100;30
03:18:30;238;212;50;0;100;30
03:19:00;234;234;50;0;100;30
03:19:30;234;234;50;0;100;30
03:20:00;236;236;50;0;100;30
03:20:30;240;240;50;0;100;30
03:21:00;240;212;50;0;100;30
03:21:30;236;208;50;0;100;30
03:22:00;236;206;50;0;100;30
03:22:30;238;210;50;0;100;30
03:23:00;236;206;50;0;100;30
03:23:30;238;210;50;0;100;30
03:24:00;240;212;50;0;100;30
03:24:30;240;212;50;0;100;30
03:25:00;240;212;50;0;100;30
03:25:30;238;212;50;0;100;30
03:26:00;242;214;50;0;100;30
03:26:30;242;214;50;0;100;30
03:27:00;248;218;50;0;100;30
03:27:30;246;218;50;0;100;30
03:28:00;242;214;50;0;100;30
03:28:30;242;214;50;0;100;30
03:29:00;242;214;50;0;100;30
03:29:30;246;214;50;0;100;30
03:30:00;248;216;50;0;100;29
03:30:30;246;216;50;0;100;30
03:31:00;242;214;50;0;100;30
03:31:30;244;214;50;0;100;30
03:32:00;242;214;50;0;100;30
03:32:30;242;214;50;0;100;29
03:33:00;238;212;50;0;100;30
03:33:30;242;214;50;0;100;30
03:34:00;240;212;50;0;100;30
03:34:30;240;212;50;0;100;30
03:35:00;238;210;50;0;100;30
03:35:30;236;208;50;0;100;30
03:36:00;234;206;50;0;100;30
03:36:30;236;208;50;0;100;30
03:37:00;236;208;50;0;100;30
03:37:30;240;212;50;0;100;30
03:38:00;240;212;50;0;100;30
03:38:30;244;214;50;0;100;30
03:39:00;246;216;50;0;100;30
03:39:30;244;214;50;0;100;30
03:40:00;244;214;50;0;100;30
03:40:30;244;214;50;0;100;30
03:41:00;248;218;50;0;100;30
03:41:30;248;218;50;0;100;30
03:42:00;248;218;50;0;100;30
03:42:30;246;216;50;0;100;30
03:43:00;244;214;50;0;100;30
03:43:30;242;212;50;0;100;30
03:44:00;236;206;50;0;100;30
03:44:30;236;206;50;0;100;30
03:45:00;238;210;50;0;100;30
03:45:30;238;212;50;0;100;30
03:46:00;238;212;50;0;100;30
03:46:30;238;210;50;0;100;30
03:47:00;238;212;50;0;100;30
03:47:30;238;212;50;0;100;30
03:48:00;238;210;50;0;100;30
03:48:30;242;214;50;0;100;30
03:49:00;242;214;50;0;100;30
03:49:30;236;206;50;0;100;30
03:50:00;236;208;50;0;100;30
03:50:30;232;232;50;0;100;30
03:51:00;234;234;50;0;100;30
03:51:30;234;234;50;0;100;30
03:52:00;240;212;50;0;100;30
03:52:30;242;214;50;0;100;30
03:53:00;240;212;50;0;100;30
03:53:30;240;212;50;0;100;30
03:54:00;240;212;50;0;100;30
03:54:30;242;214;50;0;100;30
03:55:00;246;216;50;0;100;30
03:55:30;242;214;50;0;100;30
03:56:00;238;212;50;0;100;30
03:56:30;236;208;50;0;100;30
03:57:00;236;208;50;0;100;30
03:57:30;234;208;50;0;100;30
03:58:00;234;206;50;0;100;30
03:58:30;230;230;50;0;100;30
03:59:00;234;234;50;0;100;30
03:59:30;238;238;50;0;100;30
04:00:00;238;238;50;0;100;30
04:00:30;236;236;50;0;100;30
04:01:00;240;212;50;0;100;30
04:01:30;240;212;50;0;100;30
04:02:00;240;212;50;0;100;30
04:02:30;236;208;50;0;100;30
04:03:00;236;210;50;0;100;30
04:03:30;240;212;50;0;100;30
04:04:00;240;212;50;0;100;30
04:04:30;240;212;50;0;100;30
04:05:00;238;212;50;0;100;30
04:05:30;238;212;50;0;100;30
04:06:00;238;212;50;0;100;30
04:06:30;244;214;50;0;100;30
04:07:00;246;216;50;0;100;30
04:07:30;242;212;50;0;100;30
04:08:00;242;212;50;0;100;30
04:08:30;236;208;50;0;100;30
04:09:00;238;208;50;0;100;30
04:09:30;240;212;50;0;100;30
04:10:00;238;210;50;0;100;30
04:10:30;242;214;50;0;100;30
04:11:00;240;212;50;0;100;30
04:11:30;240;212;50;0;100;30
04:12:00;238;212;50;0;100;30
04:12:30;238;208;50;0;100;30
04:13:00;236;210;50;0;100;30
04:13:30;240;212;50;0;100;30
04:14:00;240;212;50;0;100;30
04:14:30;240;212;50;0;100;30
04:15:00;244;214;50;0;100;30
04:15:30;244;214;50;0;100;30
04:16:00;248;216;50;0;100;30
04:16:30;246;216;50;0;100;30
04:17:00;248;218;50;0;100;30
04:17:30;250;220;50;0;100;30
04:18:00;250;220;50;0;100;30
04:18:30;248;220;50;0;100;30
04:19:00;246;218;50;0;100;30
04:19:30;248;220;50;0;100;30
04:20:00;242;212;50;0;100;30
04:20:30;244;214;50;0;100;30
04:21:00;242;214;50;0;100;30
04:21:30;240;212;50;0;100;30
04:22:00;238;212;50;0;100;30
04:22:30;236;210;50;0;100;30
04:23:00;240;212;50;0;100;30
04:23:30;240;212;50;0;100;30
04:24:00;240;214;50;0;100;30
04:24:30;238;212;50;0;100;30
04:25:00;240;212;50;0;100;30
04:25:30;238;212;50;0;100;30
04:26:00;238;212;50;0;100;30
04:26:30;240;212;50;0;100;30
04:27:00;236;208;50;0;100;30
04:27:30;240;212;50;0;100;30
04:28:00;240;212;50;0;100;30
04:28:30;240;212;50;0;100;30
04:29:00;238;212;50;0;100;30
04:29:30;238;212;50;0;100;30
04:30:00;238;212;50;0;100;30
04:30:30;240;212;50;0;100;30
04:31:00;246;216;50;0;100;30
04:31:30;240;214;50;0;100;30
04:32:00;236;208;50;0;100;30
04:32:30;236;206;50;0;100;30
04:33:00;234;234;50;0;100;30
04:33:30;232;232;50;0;100;30
04:34:00;234;234;50;0;100;30
04:34:30;234;234;50;0;100;30
04:35:00;240;212;50;0;100;30
04:35:30;240;212;50;0;100;30
04:36:00;240;212;50;0;100;30
04:36:30;242;214;50;0;100;30
04:37:00;240;214;50;0;100;30
04:37:30;242;212;50;0;100;30
04:38:00;242;214;50;0;100;30
04:38:30;246;216;50;0;100;30
04:39:00;248;220;50;0;100;30
04:39:30;246;216;50;0;100;30
04:40:00;240;212;50;0;100;30
04:40:30;240;212;50;0;100;30
04:41:00;238;212;50;0;100;30
04:41:30;240;212;50;0;100;30
04:42:00;242;214;50;0;100;30
04:42:30;242;212;50;0;100;30
04:43:00;240;212;50;0;100;30
04:43:30;238;210;50;0;100;30
04:44:00;238;210;50;0;100;30
04:44:30;238;210;50;0;100;30
04:45:00;242;212;50;0;100;30
04:45:30;242;214;50;0;100;30
04:46:00;242;214;50;0;100;30
04:46:30;238;212;50;0;100;30
04:47:00;240;212;50;0;100;30
04:47:30;238;212;50;0;100;30
04:48:00;236;208;50;0;100;30
04:48:30;238;212;50;0;100;29
04:49:00;240;212;50;0;100;30
04:49:30;238;212;50;0;100;30
04:50:00;240;212;50;0;100;30
04:50:30;240;212;50;0;100;30
04:51:00;240;212;50;0;100;30
04:51:30;242;214;50;0;100;30
04:52:00;246;216;50;0;100;30
04:52:30;242;212;50;0;100;30
04:53:00;242;212;50;0;100;30
04:53:30;242;214;50;0;100;30
04:54:00;242;214;50;0;100;30
04:54:30;246;216;50;0;100;30
04:55:00;240;212;50;0;100;30
04:55:30;242;214;50;0;100;30
04:56:00;238;212;50;0;100;30
04:56:30;236;208;50;0;100;30
04:57:00;236;206;50;0;100;30
04:57:30;236;208;50;0;100;30
04:58:00;238;212;50;0;100;30
04:58:30;238;212;50;0;100;30
04:59:00;240;212;50;0;100;30
04:59:30;238;210;50;0;100;30
05:00:00;236;206;50;0;100;30
05:00:30;236;208;50;0;100;30
05:01:00;244;214;50;0;100;30
05:01:30;244;216;50;0;100;30
05:02:00;248;218;50;0;100;30
05:02:30;244;214;50;0;100;30
05:03:00;244;216;50;0;100;30
05:03:30;242;214;50;0;100;30
05:04:00;242;214;50;0;100;30
05:04:30;244;214;50;0;100;30
05:05:00;246;216;50;0;100;30
05:05:30;246;218;50;0;100;30
05:06:00;240;212;50;0;100;30
05:06:30;236;208;50;0;100;30
05:07:00;234;234;50;0;100;30
05:07:30;234;234;50;0;100;30
05:08:00;236;236;50;0;100;30
05:08:30;240;212;50;0;100;30
05:09:00;238;212;50;0;100;30
05:09:30;238;212;50;0;100;30
05:10:00;232;232;50;0;100;30
05:10:30;232;232;50;0;100;30
05:11:00;232;232;50;0;100;30
05:11:30;234;234;50;0;100;30
05:12:00;236;236;50;0;100;30
05:12:30;240;212;50;0;100;30
05:13:00;240;214;50;0;100;30
05:13:30;238;210;50;0;100;30
05:14:00;240;212;50;0;100;30
05:14:30;242;214;50;0;100;30
05:15:00;248;220;50;0;100;30
05:15:30;250;220;50;0;100;30
05:16:00;250;220;50;0;100;30
05:16:30;250;220;50;0;100;30
05:17:00;238;212;50;0;100;30
05:17:16;238;212;50;0;100;30
05:17:46;236;208;50;0;100;30
05:18:16;238;212;50;0;100;30
05:18:46;244;214;50;0;100;30
05:19:16;244;214;50;0;100;30
05:19:46;242;214;50;0;100;30
05:20:16;240;212;50;0;100;30
05:20:46;242;214;50;0;100;30
05:21:16;244;214;50;0;100;30
05:21:46;248;216;50;0;100;30
05:22:16;246;214;50;0;100;30
05:22:46;250;220;50;0;100;30
05:23:16;254;222;50;0;100;30
05:23:46;254;222;50;0;100;30
05:24:16;252;220;50;0;100;30
05:24:46;248;218;50;0;100;30
05:25:16;248;218;50;0;100;30
05:25:46;250;220;50;0;100;29
05:26:16;252;220;50;0;100;30
05:26:46;250;220;50;0;100;30
05:27:16;250;220;50;0;100;30
05:27:46;250;220;50;0;100;30
05:28:16;248;218;50;0;100;30
05:28:46;246;214;50;0;100;30
05:29:16;248;216;50;0;100;30
05:29:46;248;220;50;0;100;30
05:30:16;250;220;50;0;100;30
05:30:46;250;220;50;0;100;30
05:31:16;250;220;50;0;100;30
05:31:46;250;220;50;0;100;30
05:32:16;246;216;50;0;100;30
05:32:46;248;220;50;0;100;30
05:33:16;246;216;50;0;100;30
05:33:46;254;222;50;0;100;30
05:34:16;252;222;50;0;100;30
05:34:46;252;220;50;0;100;30
05:35:16;248;220;50;0;100;30
05:35:46;248;220;50;0;100;30
05:36:16;254;222;50;0;100;30
05:36:46;254;222;50;0;100;30
05:37:16;252;220;50;0;100;30
05:37:46;250;220;50;0;100;30
05:38:16;252;220;50;0;100;30
05:38:46;250;220;50;0;100;30
05:39:16;248;216;50;0;100;30
05:39:46;250;220;50;0;100;30
05:40:16;246;216;50;0;100;30
05:40:46;244;214;50;0;100;30
05:41:16;242;214;50;0;100;30
05:41:46;240;212;50;0;100;30
05:42:16;240;212;50;0;100;30
05:42:46;240;212;50;0;100;30
05:43:16;238;210;50;0;100;30
05:43:46;242;214;50;0;100;30
05:44:16;240;212;50;0;100;30
05:44:46;240;212;50;0;100;30
05:45:16;238;212;50;0;100;30
05:45:46;246;216;50;0;100;30
05:46:16;250;220;50;0;100;30
05:46:46;248;218;50;0;100;30
05:47:16;246;216;50;0;100;30
05:47:46;242;214;50;0;100;30
05:48:16;242;214;50;0;100;30
05:48:46;246;216;50;0;100;30
05:49:16;250;220;50;0;100;30
05:49:46;248;220;50;0;100;30
05:50:16;250;220;50;0;100;30
05:50:46;242;214;50;0;100;30
05:51:16;244;214;50;0;100;30
05:51:46;240;212;50;0;100;30
05:52:16;236;208;50;0;100;30
05:52:46;238;212;50;0;100;30
05:53:16;240;212;50;0;100;30
05:53:46;240;212;50;0;100;30
05:54:16;242;214;50;0;100;30
05:54:46;246;214;50;0;100;30
05:55:16;242;214;50;0;100;30
05:55:46;250;220;50;0;100;30
05:56:16;250;220;50;0;100;29
05:56:46;252;222;50;0;100;30
05:57:16;254;222;50;0;100;30
05:57:46;256;222;50;0;100;30
05:58:16;256;222;50;0;100;29
05:58:46;256;224;50;0;100;30
05:59:16;256;224;50;0;100;30
05:59:46;254;222;50;0;100;30
06:00:16;256;222;50;0;100;30
06:00:46;256;222;50;0;100;30
06:01:16;256;224;50;0;100;30
06:01:46;254;222;50;0;100;30
06:02:16;250;220;50;0;100;30
06:02:46;252;220;50;0;100;30
06:03:16;250;220;50;0;100;30
06:03:46;250;220;50;0;100;30
06:04:16;250;220;50;0;100;30
06:04:46;242;214;50;0;100;30
06:05:16;244;214;50;0;100;30
06:05:46;242;214;50;0;100;30
06:06:16;242;214;50;0;100;30
06:06:46;242;214;50;0;100;30
06:07:16;242;214;50;0;100;30
06:07:46;244;214;50;0;100;30
06:08:16;246;216;50;0;100;30
06:08:46;248;216;50;0;100;30
06:09:16;248;218;50;0;100;30
06:09:46;250;220;50;0;100;30
06:10:16;250;220;50;0;100;30
06:10:46;250;220;50;0;100;30
06:11:16;250;220;50;0;100;30
06:11:46;246;216;50;0;100;30
06:12:16;248;218;50;0;100;30
06:12:46;240;212;50;0;100;30
06:13:16;240;212;50;0;100;30
06:13:46;244;214;50;0;100;30
06:14:16;242;212;50;0;100;30
06:14:46;242;212;50;0;100;30
06:15:16;240;212;50;0;100;30
06:15:46;240;214;50;0;100;30
06:16:16;242;214;50;0;100;30
06:16:46;242;214;50;0;100;30
06:17:16;248;220;50;0;100;30
06:17:46;246;218;50;0;100;30
06:18:16;242;214;50;0;100;30
06:18:46;240;212;50;0;100;30
06:19:16;240;212;50;0;100;30
06:19:46;244;214;50;0;100;30
06:20:16;248;216;50;0;100;30
06:20:46;246;216;50;0;100;30
06:21:16;248;216;50;0;100;30
06:21:46;248;218;50;0;100;30
06:22:16;250;220;50;0;100;30
06:22:46;250;220;50;0;100;30
06:23:16;250;220;50;0;100;30
06:23:46;248;218;50;0;100;30
06:24:16;250;220;50;0;100;30
06:24:46;248;220;50;0;100;30
06:25:16;244;214;50;0;100;30
06:25:46;246;214;50;0;100;30
06:26:16;242;214;50;0;100;30
